Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,3,346,5,Male,61,5,0,Research Scientist,3,Single,2342,22674,2,Y,No,18,3,0,81,1,8,0,2,4,7,0,5
30,No,Travel_Rarely,1246,Sales,20,4,Life Sciences,0,1499,1,Male,77,4,3,Sales Executive,3,Divorced,8620,23756,1,Y,No,16,5,3,82,2,10,5,4,9,5,0,2
40,No,Travel_Rarely,1195,Research & Development,0,1,Life Sciences,3,1823,3,Female,50,1,0,Healthcare Representative,3,Divorced,6513,9061,3,Y,No,18,5,3,82,3,10,5,4,6,3,0,4
32,No,Non-Travel,722,Sales,18,4,Life Sciences,2,992,2,Male,40,5,4,Manager,2,Single,17446,20490,0,Y,No,9,2,3,81,0,9,4,4,11,6,4,1
27,No,Travel_Frequently,1410,Sales,3,3,Medical,0,712,5,Female,72,4,4,Sales Executive,5,Divorced,4646,16673,3,Y,Yes,19,2,2,81,2,7,4,3,7,4,0,6
29,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7
34,No,Travel_Rarely,678,Research & Development,21,5,Life Sciences,1,1702,0,Female,34,2,2,Research Scientist,4,Married,2929,20336,2,Y,No,14,5,1,79,0,12,3,2,12,11,6,9
47,Yes,Travel_Rarely,1252,Sales,10,1,Life Sciences,0,1870,5,Female,66,5,1,Sales Executive,1,Married,7316,14009,4,Y,No,23,3,1,80,2,15,1,1,7,5,0,6
44,No,Travel_Rarely,1402,Sales,4,2,Marketing,0,1204,5,Female,71,4,4,Manager,3,Married,17046,24097,6,Y,No,23,6,2,80,0,29,3,5,28,14,16,11
43,No,Travel_Rarely,605,Research & Development,6,5,Medical,3,1292,4,Female,77,3,4,Research Scientist,3,Married,2374,5627,8,Y,Yes,15,3,6,80,0,19,4,5,0,1,0,2
22,Yes,Travel_Frequently,636,Sales,10,2,Marketing,1,2021,2,Male,35,1,0,Sales Representative,0,Married,1791,26958,1,Y,No,19,4,3,81,1,3,1,0,0,0,0,2
32,No,Travel_Rarely,589,Research & Development,28,6,Life Sciences,0,1549,0,Male,81,4,3,Laboratory Technician,4,Married,5207,22951,3,Y,Yes,14,2,3,78,0,14,2,5,16,16,4,5
51,No,Travel_Rarely,1470,Research & Development,8,2,Life Sciences,1,298,4,Male,83,4,2,Research Director,4,Married,12492,15737,3,Y,No,16,1,2,79,2,15,4,0,10,11,6,7
24,Yes,Travel_Rarely,1447,Sales,2,0,Technical Degree,3,554,2,Female,62,3,0,Sales Representative,2,Single,3204,21970,0,Y,Yes,18,2,0,78,0,4,3,5,7,5,0,3
27,No,Travel_Rarely,1212,Sales,0,3,Medical,0,368,0,Male,80,2,1,Sales Executive,1,Married,6644,3685,3,Y,No,17,2,0,81,1,12,2,1,0,0,1,0
41,No,Non-Travel,1345,Research & Development,5,2,Medical,1,262,3,Male,39,4,0,Research Scientist,5,Divorced,2090,5226,5,Y,No,16,5,4,78,1,8,2,6,3,5,2,3
37,No,Travel_Rarely,445,Research & Development,1,4,Life Sciences,3,633,1,Female,63,5,0,Manufacturing Director,3,Married,6447,15702,4,Y,No,14,4,4,80,2,10,2,0,7,4,4,1
35,No,Non-Travel,1099,Research & Development,10,3,Medical,3,69,1,Male,80,3,3,Healthcare Representative,2,Married,9886,8300,0,Y,Yes,13,2,5,78,0,8,5,2,4,0,2,2
27,Yes,Travel_Rarely,1476,Sales,11,0,Marketing,1,1935,4,Female,82,4,3,Sales Executive,3,Single,9853,23352,4,Y,Yes,9,1,3,81,1,6,0,2,1,2,0,0
38,No,Travel_Rarely,1306,Research & Development,8,6,Life Sciences,0,518,5,Male,47,3,0,Manufacturing Director,0,Single,4198,21121,2,Y,Yes,13,2,6,79,0,18,2,3,0,0,1,0
26,No,Travel_Rarely,476,Research & Development,26,4,Medical,3,1171,5,Male,50,2,0,Laboratory Technician,3,Single,3599,6409,9,Y,No,20,4,5,80,0,5,4,2,4,3,3,2
31,No,Travel_Frequently,410,Research & Development,4,1,Life Sciences,2,1512,3,Female,97,3,1,Laboratory Technician,3,Married,3181,4669,2,Y,No,14,1,3,82,4,3,1,4,5,2,0,4
35,No,Travel_Rarely,975,Research & Development,0,5,Life Sciences,2,1198,4,Female,56,2,3,Manufacturing Director,4,Married,6476,9961,3,Y,No,12,3,1,82,2,12,1,1,15,9,3,10
58,No,Travel_Frequently,1226,Sales,0,0,Life Sciences,0,90,2,Female,58,4,0,Sales Executive,2,Single,5474,24666,6,Y,No,10,4,6,80,0,20,2,2,3,4,1,2
43,No,Travel_Rarely,633,Sales,2,2,Life Sciences,2,389,0,Male,101,5,1,Sales Executive,2,Married,4906,24531,0,Y,No,24,4,3,80,1,21,4,3,20,16,9,6
44,No,Travel_Rarely,1317,Sales,2,2,Technical Degree,1,1862,3,Female,44,4,3,Sales Executive,3,Divorced,13227,7739,3,Y,No,11,1,3,78,1,24,5,1,20,17,0,6
42,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,3,1803,1,Female,99,2,2,Laboratory Technician,3,Married,3375,25606,6,Y,No,15,5,6,82,2,9,6,0,5,2,0,3
39,No,Travel_Rarely,988,Research & Development,2,0,Medical,3,252,3,Female,48,2,7,Manager,5,Married,19031,6497,0,Y,No,15,3,0,80,0,22,3,2,20,6,11,9
31,No,Travel_Rarely,1464,Research & Development,1,3,Medical,0,1242,3,Male,65,4,3,Research Scientist,2,Married,3581,9367,2,Y,Yes,22,2,0,82,0,14,0,1,12,11,4,6
40,No,Travel_Rarely,1172,Research & Development,9,3,Life Sciences,0,482,4,Female,46,5,3,Laboratory Technician,4,Married,2212,22493,1,Y,Yes,15,4,4,80,2,11,5,2,6,6,1,5
44,No,Travel_Frequently,362,Research & Development,23,1,Medical,1,1307,2,Female,85,1,6,Manager,2,Single,18061,13035,2,Y,No,24,6,2,80,2,21,6,3,0,0,0,0
31,No,Travel_Rarely,601,Sales,7,7,Marketing,1,1446,4,Male,99,1,3,Sales Executive,5,Married,9203,23344,3,Y,No,14,3,2,81,0,5,4,4,6,2,1,1
51,No,Travel_Rarely,1055,Research & Development,1,1,Life Sciences,2,974,4,Male,72,2,4,Manager,3,Married,17100,13831,4,Y,No,16,2,4,80,1,24,4,1,9,8,9,6
19,No,Travel_Rarely,548,Research & Development,5,1,Medical,2,1622,4,Male,96,3,3,Research Scientist,5,Single,3116,26010,3,Y,No,17,1,2,80,0,3,3,3,4,4,2,2
24,Yes,Travel_Rarely,982,Research & Development,16,3,Life Sciences,3,1218,3,Female,97,2,2,Laboratory Technician,1,Married,2210,3371,0,Y,No,14,2,2,81,2,2,5,3,2,2,0,1
26,No,Travel_Rarely,992,Research & Development,6,2,Life Sciences,3,686,5,Female,69,5,1,Laboratory Technician,6,Married,2659,17761,0,Y,Yes,13,5,4,81,2,4,0,1,1,3,0,3
48,Yes,Travel_Rarely,626,Research & Development,0,1,Life Sciences,0,64,3,Male,96,1,4,Laboratory Technician,1,Single,5382,19295,8,Y,Yes,12,5,5,81,2,22,2,4,2,0,2,1
29,No,Travel_Rarely,234,Research & Development,18,2,Technical Degree,0,609,4,Male,34,5,2,Manufacturing Director,4,Divorced,4264,22646,2,Y,No,11,1,1,78,4,9,0,4,3,2,2,2
38,No,Non-Travel,215,Research & Development,16,3,Life Sciences,3,1131,0,Male,76,3,1,Manufacturing Director,2,Single,7778,23236,0,Y,No,22,4,0,81,0,17,0,5,12,11,0,7
32,No,Travel_Rarely,1092,Research & Development,8,2,Medical,2,1818,2,Female,65,2,3,Manufacturing Director,5,Single,9668,2738,11,Y,No,16,4,0,79,0,11,5,5,6,5,2,4
33,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8
50,No,Travel_Rarely,1354,Research & Development,2,5,Life Sciences,1,1024,2,Male,78,1,3,Healthcare Representative,2,Single,11000,22243,5,Y,No,12,2,4,80,0,29,4,1,14,10,4,8
42,Yes,Travel_Frequently,807,Research & Development,15,2,Technical Degree,2,1767,5,Male,38,4,1,Research Scientist,5,Married,2437,15586,7,Y,Yes,18,4,4,80,0,6,4,2,0,0,2,0
35,Yes,Travel_Rarely,1374,Research & Development,3,1,Other,2,5,3,Male,94,4,1,Laboratory Technician,3,Single,2091,2398,4,Y,Yes,15,2,2,81,1,5,5,1,0,0,0,0
45,No,Travel_Rarely,989,Research & Development,29,5,Technical Degree,1,1597,6,Male,89,6,3,Laboratory Technician,3,Divorced,4876,5856,4,Y,No,10,3,2,80,3,7,0,3,4,3,0,0
44,No,Travel_Frequently,1423,Sales,3,4,Life Sciences,3,1848,2,Male,92,5,1,Sales Executive,3,Married,5676,19246,3,Y,No,20,5,1,78,2,9,6,3,9,8,6,8
26,No,Travel_Rarely,1157,Research & Development,19,5,Technical Degree,2,231,2,Male,51,4,0,Research Scientist,3,Married,3060,13363,1,Y,Yes,15,3,2,80,3,4,1,3,4,4,0,2
37,No,Travel_Frequently,1200,Research & Development,20,5,Life Sciences,0,2050,2,Male,80,4,4,Healthcare Representative,5,Married,5690,24595,2,Y,Yes,16,4,4,78,4,12,1,2,11,1,0,2
32,No,Travel_Frequently,510,Sales,9,3,Marketing,1,446,2,Male,44,1,2,Sales Executive,5,Single,4684,4316,1,Y,No,15,2,5,81,2,9,6,2,5,8,0,0
48,No,Travel_Rarely,1418,Research & Development,0,5,Technical Degree,2,887,5,Female,36,5,0,Research Scientist,1,Married,3581,10553,0,Y,No,18,1,2,79,2,5,2,3,4,0,0,1
58,No,Travel_Rarely,850,Research & Development,22,3,Life Sciences,2,1308,3,Male,88,2,1,Research Scientist,3,Divorced,2372,26077,2,Y,No,13,2,4,80,3,3,1,5,3,4,3,4
41,No,Travel_Rarely,1397,Research & Development,7,1,Medical,0,1909,2,Male,81,3,5,Research Director,0,Married,13348,14844,8,Y,No,11,3,0,80,3,17,4,4,14,8,7,5
20,No,Travel_Rarely,605,Research & Development,7,3,Medical,0,676,2,Male,67,3,2,Research Scientist,5,Married,2775,12145,1,Y,No,19,6,3,78,0,4,5,2,2,2,2,0
40,No,Travel_Rarely,338,Sales,8,3,Marketing,2,1910,5,Female,55,5,3,Sales Executive,4,Married,4392,26839,5,Y,No,21,2,5,78,0,14,5,2,7,6,0,5
51,Yes,Travel_Rarely,1030,Sales,4,5,Life Sciences,1,1320,1,Male,65,5,4,Sales Executive,4,Single,8446,21532,9,Y,Yes,19,3,2,81,0,8,0,1,8,9,7,5
38,No,Non-Travel,425,Research & Development,8,4,Life Sciences,1,743,0,Female,63,6,5,Research Director,0,Married,11715,20335,11,Y,No,13,5,2,79,0,12,0,5,10,7,0,6
29,Yes,Travel_Frequently,533,Research & Development,18,1,Life Sciences,0,589,2,Male,66,3,2,Healthcare Representative,1,Married,9824,22908,4,Y,No,11,5,0,82,0,11,0,5,0,2,0,0
48,No,Travel_Rarely,228,Sales,4,2,Life Sciences,0,1525,3,Female,53,4,2,Manager,0,Married,16605,11379,9,Y,No,10,1,5,80,0,24,1,4,12,10,4,3
29,No,Travel_Rarely,1302,Research & Development,18,2,Medical,1,536,4,Male,81,2,2,Laboratory Technician,3,Divorced,4560,13536,2,Y,No,11,5,6,82,0,9,2,4,12,0,1,7
29,Yes,Travel_Rarely,1367,Sales,12,2,Medical,0,649,0,Male,44,4,3,Sales Executive,3,Divorced,4232,11511,1,Y,No,15,3,4,82,0,10,2,2,4,2,0,1
46,No,Travel_Frequently,603,Human Resources,3,7,Human Resources,1,1644,0,Male,36,4,0,Human Resources,4,Married,5741,10503,6,Y,Yes,10,2,4,79,0,14,2,2,10,6,1,2
34,No,Travel_Rarely,499,Research & Development,16,4,Medical,0,2010,1,Female,93,4,0,Healthcare Representative,3,Married,4879,21653,0,Y,Yes,12,4,1,80,3,9,7,1,9,7,7,3
32,No,Travel_Frequently,617,Research & Development,5,0,Life Sciences,1,1101,3,Male,43,2,4,Healthcare Representative,3,Single,7758,22266,0,Y,No,15,5,1,78,1,5,2,2,7,4,1,4
30,No,Travel_Rarely,1477,Research & Development,18,4,Medical,0,411,2,Male,67,4,1,Healthcare Representative,0,Single,5659,4822,2,Y,No,19,3,2,78,1,10,0,3,6,5,0,8
46,No,Travel_Rarely,1400,Sales,1,5,Marketing,3,1204,4,Female,67,2,5,Manager,2,Married,17046,24098,7,Y,No,21,4,3,80,1,27,2,2,28,13,14,8
27,No,Travel_Rarely,1221,Research & Development,6,1,Life Sciences,0,436,5,Female,87,3,0,Research Scientist,1,Single,2476,20937,3,Y,Yes,13,5,0,79,0,6,0,2,4,4,1,4
26,No,Travel_Rarely,894,Research & Development,11,3,Medical,3,260,5,Female,97,2,0,Research Scientist,0,Single,2279,11780,0,Y,No,15,5,3,80,1,9,0,4,6,9,0,4
44,No,Travel_Rarely,1059,Research & Development,9,1,Other,0,1594,2,Male,91,3,6,Manager,3,Single,19611,26364,9,Y,No,22,2,3,81,0,22,4,4,1,2,1,2
48,No,Travel_Frequently,1246,Human Resources,1,1,Medical,3,646,1,Male,97,4,4,Manager,3,Married,18199,8001,0,Y,No,13,3,3,82,3,34,2,3,34,5,11,6
45,No,Travel_Rarely,372,Sales,19,3,Life Sciences,2,2044,3,Female,51,5,1,Sales Executive,5,Single,4852,23334,8,Y,No,16,2,1,79,0,8,5,3,7,1,2,1
40,Yes,Travel_Frequently,202,Research & Development,0,5,Life Sciences,1,1129,3,Male,84,1,2,Healthcare Representative,4,Divorced,12167,13546,7,Y,No,9,5,5,79,5,20,5,3,16,7,12,4
39,Yes,Travel_Rarely,893,Sales,5,5,Technical Degree,1,43,6,Male,54,1,2,Sales Representative,4,Married,2085,3333,4,Y,No,16,1,3,82,3,21,5,2,0,0,0,1
43,No,Travel_Frequently,1250,Research & Development,7,2,Life Sciences,3,423,0,Male,95,5,2,Laboratory Technician,3,Divorced,5211,20310,0,Y,No,16,2,0,82,3,23,2,1,24,8,9,10
34,No,Travel_Rarely,1119,Sales,12,5,Marketing,0,2044,0,Female,102,1,1,Sales Executive,3,Married,6652,14371,4,Y,No,15,1,0,82,2,8,0,4,5,1,0,0
24,No,Travel_Rarely,191,Research & Development,2,3,Medical,2,1081,1,Male,58,2,2,Laboratory Technician,3,Married,3957,11139,0,Y,No,18,5,2,78,1,4,1,3,7,4,0,4
45,No,Travel_Rarely,248,Sales,3,4,Marketing,0,901,3,Female,37,3,4,Sales Executive,5,Married,4535,17782,2,Y,Yes,20,4,2,78,0,10,2,3,5,8,5,6
21,Yes,Travel_Rarely,490,Human Resources,0,1,Technical Degree,2,564,3,Male,53,1,3,Human Resources,4,Single,2565,18436,1,Y,No,11,1,4,78,0,3,5,4,0,0,0,2
35,No,Travel_Frequently,670,Research & Development,0,1,Medical,3,1182,2,Male,97,0,1,Healthcare Representative,3,Single,5341,25756,0,Y,No,21,2,5,81,1,12,3,1,12,11,4,9
23,No,Travel_Rarely,393,Research & Development,13,2,Life Sciences,0,32,2,Male,97,3,0,Research Scientist,3,Single,1233,19279,0,Y,No,15,3,4,78,2,0,8,1,0,0,2,1
39,No,Travel_Frequently,1184,Research & Development,3,2,Other,0,1058,5,Male,44,2,0,Research Scientist,2,Married,2819,2995,2,Y,No,14,2,1,78,1,6,4,2,4,3,0,0
32,No,Travel_Frequently,162,Research & Development,22,0,Technical Degree,0,1735,5,Female,31,1,0,Manufacturing Director,3,Single,5237,6669,4,Y,No,18,5,5,81,0,8,2,3,6,3,2,5
38,No,Travel_Rarely,1373,Research & Development,3,1,Life Sciences,2,391,6,Female,40,1,2,Research Scientist,2,Single,2113,15881,1,Y,No,10,1,1,81,0,16,5,3,16,12,3,6
38,No,Travel_Frequently,528,Research & Development,0,6,Life Sciences,0,117,2,Male,79,3,6,Healthcare Representative,1,Married,13503,14113,2,Y,No,24,4,6,82,3,22,2,2,20,4,9,10
29,No,Travel_Rarely,153,Research & Development,13,1,Life Sciences,3,17,3,Female,49,3,0,Laboratory Technician,3,Single,4195,12684,0,Y,Yes,10,1,4,79,0,9,1,5,9,7,0,10
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226,3,Female,53,3,5,Manager,2,Single,19926,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4
27,No,Travel_Rarely,574,Sales,11,1,Medical,3,1838,3,Male,48,2,1,Sales Executive,3,Single,4682,9126,1,Y,No,15,2,1,79,1,6,3,3,5,4,0,4
27,No,Travel_Rarely,468,Research & Development,27,6,Medical,0,2056,5,Female,72,4,0,Research Scientist,3,Single,3787,8490,2,Y,No,12,5,0,82,0,7,1,1,6,2,2,2
35,No,Travel_Frequently,471,Research & Development,4,4,Technical Degree,3,1256,3,Male,48,2,0,Research Scientist,0,Married,3691,9257,1,Y,No,13,3,2,79,1,11,0,2,12,8,0,7
31,No,Travel_Rarely,1338,Sales,3,4,Life Sciences,0,227,2,Female,41,3,2,Sales Executive,6,Married,9421,8051,3,Y,No,13,4,5,82,0,14,1,4,9,8,8,2
42,No,Travel_Rarely,245,Human Resources,2,2,Life Sciences,0,1780,1,Male,98,3,3,Human Resources,3,Single,3540,5035,0,Y,No,13,2,3,78,1,9,5,4,10,6,1,6
38,Yes,Travel_Rarely,1457,Sales,11,5,Marketing,1,1731,1,Male,94,1,3,Sales Executive,3,Divorced,6135,8658,3,Y,Yes,12,1,4,81,2,18,4,1,2,4,1,2
19,Yes,Travel_Rarely,1096,Research & Development,12,3,Medical,1,1015,4,Female,99,4,0,Research Scientist,1,Single,2601,18277,3,Y,Yes,16,5,2,82,0,3,0,1,3,1,1,1
28,No,Travel_Rarely,330,Human Resources,0,5,Life Sciences,0,1501,3,Male,48,3,3,Human Resources,1,Divorced,2062,15426,1,Y,No,21,6,1,81,2,5,5,6,6,2,2,3
44,No,Travel_Rarely,1484,Research & Development,18,5,Medical,2,548,4,Female,89,4,3,Manufacturing Director,3,Divorced,4808,26315,2,Y,No,16,3,1,81,3,17,3,2,12,9,0,7
38,No,Travel_Frequently,1471,Research & Development,7,4,Medical,0,964,6,Male,36,3,3,Research Scientist,4,Divorced,3619,25061,9,Y,Yes,13,2,5,78,0,5,0,5,3,3,0,1
52,No,Travel_Rarely,811,Research & Development,16,6,Life Sciences,0,1656,4,Female,48,3,2,Research Director,0,Divorced,13268,21980,7,Y,No,17,1,3,82,3,19,4,1,16,9,2,12
37,No,Travel_Rarely,902,Sales,2,4,Life Sciences,1,983,0,Male,39,3,5,Sales Executive,3,Single,7882,2560,1,Y,No,18,2,6,81,1,10,2,3,10,5,0,6
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8
37,No,Travel_Rarely,1230,Sales,17,5,Marketing,0,405,1,Male,96,5,2,Sales Executive,2,Married,8020,5102,0,Y,No,17,2,5,78,1,13,1,0,11,11,7,11
36,No,Travel_Rarely,1397,Research & Development,1,3,Life Sciences,3,681,3,Male,44,5,1,Research Scientist,5,Married,2689,7662,0,Y,No,14,4,5,80,0,12,3,2,12,10,7,8
32,No,Travel_Rarely,216,Sales,8,1,Technical Degree,1,417,4,Male,98,3,4,Sales Executive,3,Married,6931,12243,2,Y,No,10,4,4,78,3,10,3,3,10,7,9,8
36,No,Travel_Rarely,365,Research & Development,4,4,Technical Degree,1,193,3,Female,32,5,3,Research Scientist,5,Single,4317,2304,3,Y,Yes,22,6,4,79,0,18,3,1,5,3,3,2
51,No,Travel_Rarely,1259,Research & Development,7,4,Other,1,501,2,Male,30,2,5,Healthcare Representative,4,Single,10963,12066,8,Y,No,24,6,5,81,0,24,3,2,6,3,0,2
46,No,Travel_Rarely,1311,Research & Development,7,1,Medical,0,1609,2,Female,32,5,4,Research Director,6,Divorced,19050,3551,0,Y,Yes,14,2,5,81,3,22,6,2,20,9,1,9
34,No,Travel_Rarely,186,Research & Development,9,6,Other,0,949,2,Male,65,5,0,Research Scientist,6,Single,4679,23294,3,Y,No,18,4,2,82,0,10,6,3,8,2,0,0
50,Yes,Travel_Frequently,961,Sales,3,2,Other,0,1114,5,Male,83,2,0,Sales Executive,5,Single,4727,17249,1,Y,Yes,14,4,6,80,0,6,3,1,0,0,1,0
37,No,Travel_Rarely,1030,Research & Development,17,2,Life Sciences,2,1527,5,Female,92,2,1,Healthcare Representative,4,Single,8606,21193,3,Y,No,18,5,4,79,0,13,4,0,11,8,2,3
52,No,Travel_Rarely,1405,Research & Development,11,1,Technical Degree,0,1365,6,Female,81,2,6,Manufacturing Director,2,Single,13143,24438,2,Y,No,16,2,0,81,0,28,1,4,5,2,0,1
35,No,Non-Travel,1230,Sales,7,2,Technical Degree,0,990,3,Male,86,1,1,Sales Executive,2,Divorced,5079,25950,2,Y,No,13,2,5,80,4,11,1,3,9,6,1,5
43,Yes,Travel_Rarely,935,Research & Development,2,3,Life Sciences,0,1331,0,Male,89,5,0,Laboratory Technician,3,Married,2360,14669,5,Y,No,13,5,2,78,0,10,6,2,5,2,1,4
37,No,Travel_Rarely,228,Sales,6,4,Medical,1,378,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1
33,Yes,Travel_Frequently,297,Sales,6,4,Marketing,3,557,6,Female,32,0,2,Sales Representative,1,Divorced,2351,12253,2,Y,No,17,3,3,82,0,5,1,1,3,1,0,0
43,Yes,Travel_Rarely,1355,Sales,19,3,Marketing,2,247,2,Female,72,1,1,Sales Representative,4,Single,3140,21728,0,Y,Yes,23,2,4,80,2,2,3,0,3,2,0,0
53,Yes,Travel_Rarely,268,Sales,2,1,Marketing,0,1039,2,Female,55,0,6,Manager,4,Married,19846,25847,2,Y,No,15,4,4,81,2,35,4,5,30,14,4,10
34,No,Travel_Rarely,1478,Sales,3,5,Life Sciences,2,1881,2,Male,66,5,4,Sales Executive,5,Married,9715,24444,1,Y,Yes,14,5,2,80,1,11,1,5,5,2,2,1
46,No,Travel_Rarely,705,Research & Development,2,4,Life Sciences,2,1858,6,Male,84,2,2,Manufacturing Director,3,Divorced,8578,19988,4,Y,No,12,4,2,80,0,11,2,2,11,6,5,8
38,No,Non-Travel,219,Research & Development,8,3,Medical,0,1468,4,Male,53,0,4,Research Director,0,Divorced,13757,25177,1,Y,No,9,3,1,80,1,14,5,1,11,8,6,9
36,No,Travel_Rarely,331,Research & Development,19,0,Life Sciences,1,1086,4,Female,67,4,2,Healthcare Representative,4,Married,8823,24608,2,Y,No,17,1,2,82,1,19,6,2,21,7,0,9
32,Yes,Travel_Rarely,1260,Research & Development,2,2,Life Sciences,0,1692,3,Male,97,4,2,Laboratory Technician,0,Single,1392,24853,1,Y,No,11,5,2,79,0,3,4,4,1,0,0,0
26,No,Travel_Rarely,571,Sales,8,3,Medical,0,1835,5,Male,46,3,1,Sales Executive,3,Single,4686,9124,0,Y,No,15,3,3,79,0,7,6,5,3,2,3,2
42,Yes,Travel_Rarely,1086,Research & Development,1,2,Life Sciences,2,929,0,Female,55,3,0,Laboratory Technician,6,Divorced,2779,17723,5,Y,Yes,12,1,1,81,1,9,2,2,7,5,0,0
35,No,Travel_Rarely,228,Sales,5,4,Medical,2,376,4,Male,99,1,2,Sales Executive,4,Married,6502,22823,2,Y,No,13,3,4,80,3,5,6,3,3,4,2,0
43,No,Travel_Rarely,1034,Sales,16,3,Marketing,1,327,4,Female,80,3,4,Manager,4,Married,16064,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9
29,No,Travel_Frequently,295,Research & Development,9,0,Life Sciences,3,732,6,Male,33,3,2,Manufacturing Director,3,Divorced,8794,4807,3,Y,No,21,4,4,82,0,7,6,2,7,6,3,5
45,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,446,3,Male,41,1,3,Research Director,1,Married,18302,16374,2,Y,No,9,2,3,79,3,19,0,2,5,0,0,2
47,No,Travel_Rarely,472,Research & Development,18,2,Medical,0,168,2,Female,97,5,0,Manufacturing Director,3,Married,6565,5550,2,Y,No,15,3,2,78,2,17,1,0,16,11,6,11
31,No,Travel_Rarely,1082,Research & Development,1,4,Medical,1,95,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7
50,No,Travel_Rarely,1314,Sales,11,3,Marketing,0,1758,2,Female,80,1,3,Sales Executive,2,Single,4509,8192,1,Y,No,12,2,5,81,0,6,3,4,4,1,1,4
32,No,Travel_Rarely,1074,Human Resources,4,1,Human Resources,1,912,5,Male,55,1,1,Human Resources,4,Divorced,2276,22649,1,Y,Yes,9,4,2,81,0,9,3,4,3,3,1,3
37,Yes,Travel_Rarely,1178,Research & Development,31,0,Medical,3,280,0,Male,69,4,4,Healthcare Representative,0,Married,6672,11356,7,Y,Yes,20,5,4,81,0,19,3,5,2,2,0,0
55,No,Travel_Rarely,1375,Sales,4,0,Medical,0,981,3,Male,44,2,5,Manager,3,Divorced,14851,13936,4,Y,No,14,4,5,79,0,23,5,5,19,11,14,2
38,No,Travel_Rarely,439,Sales,14,4,Life Sciences,0,1583,4,Female,89,1,1,Sales Executive,1,Single,4197,16380,1,Y,No,10,2,0,81,0,9,4,4,5,4,2,4
24,No,Non-Travel,1123,Research & Development,18,0,Medical,0,23,2,Male,97,3,0,Laboratory Technician,5,Divorced,2937,7323,0,Y,Yes,14,1,0,81,1,0,1,0,3,0,1,2
29,Yes,Travel_Rarely,1406,Research & Development,15,3,Technical Degree,0,1960,3,Male,31,4,1,Laboratory Technician,5,Divorced,2367,18780,4,Y,No,10,1,0,78,0,6,0,2,2,1,2,1
26,No,Non-Travel,690,Research & Development,11,3,Medical,1,216,5,Male,55,2,2,Research Scientist,3,Divorced,2022,5970,4,Y,No,20,2,3,78,0,5,0,2,1,0,1,2
57,No,Travel_Rarely,1441,Sales,13,4,Marketing,0,1936,6,Female,91,2,4,Sales Executive,2,Married,5381,20327,6,Y,No,16,2,2,78,0,8,5,3,0,2,2,0
33,No,Travel_Rarely,1313,Research & Development,24,4,Life Sciences,2,381,1,Female,73,4,4,Manager,0,Divorced,11996,19101,5,Y,No,17,2,4,78,0,12,6,1,6,7,8,1
33,No,Travel_Rarely,801,Sales,3,5,Marketing,0,2018,2,Female,49,3,4,Sales Executive,6,Married,10423,24030,2,Y,No,20,2,3,79,2,16,1,3,14,8,6,6
31,No,Travel_Rarely,737,Research & Development,7,5,Other,2,453,1,Male,29,0,0,Laboratory Technician,2,Single,3983,7619,0,Y,No,16,1,5,78,0,2,2,2,5,2,4,0
29,No,Travel_Rarely,1086,Research & Development,5,2,Medical,0,913,1,Female,62,4,0,Laboratory Technician,5,Divorced,2534,6053,5,Y,No,16,5,2,82,4,6,3,3,5,5,0,4
22,No,Travel_Frequently,568,Research & Development,2,3,Technical Degree,0,1645,1,Female,31,1,0,Research Scientist,2,Single,3761,17216,2,Y,Yes,14,2,3,79,0,5,4,5,8,5,3,3
